[ 2026-05-08 12:19:33,058 ] 42 root - INFO - Start data Ingestion
[ 2026-05-08 12:19:36,708 ] 64 root - INFO - Performed train test split on the dataframe
[ 2026-05-08 12:19:36,708 ] 66 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-08 12:19:36,708 ] 74 root - INFO - Exporting train and test file path.
[ 2026-05-08 12:19:36,829 ] 83 root - INFO - Exported train and test file path.
[ 2026-05-08 12:19:36,829 ] 45 root - INFO - Data Ingestion completed and artifact: DataIngestionArtifact(trained_file_path='Artifacts/05_08_2026_12_07_38/data_ingestion/ingested/train.csv', test_file_path='Artifacts/05_08_2026_12_07_38/data_ingestion/ingested/test.csv')
[ 2026-05-08 12:19:36,837 ] 55 root - INFO - Initiate the data Validation
[ 2026-05-08 12:19:36,860 ] 32 root - INFO - Required number of column:{number_of_columns}
[ 2026-05-08 12:19:36,860 ] 33 root - INFO - Data frame has columns:31
[ 2026-05-08 12:19:36,861 ] 32 root - INFO - Required number of column:{number_of_columns}
[ 2026-05-08 12:19:36,861 ] 33 root - INFO - Data frame has columns:31
[ 2026-05-08 12:19:37,140 ] 46 root - INFO - Entered initiate_data_transformation method of datatransformation class 
[ 2026-05-08 12:19:37,140 ] 49 root - INFO - starting data transformation 
[ 2026-05-08 12:19:37,162 ] 35 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2026-05-08 12:19:37,162 ] 38 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-08 12:19:37,173 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-05-08 12:19:37,177 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-05-08 12:19:37,177 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-05-08 12:19:37,183 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-05-08 12:19:52,556 ] 1025 httpx - INFO - HTTP Request: POST https://dagshub.com/login/oauth/middleman "HTTP/1.1 200 OK"
[ 2026-05-08 12:19:53,286 ] 1025 httpx - INFO - HTTP Request: POST https://dagshub.com/login/oauth/access_token "HTTP/1.1 200 OK"
[ 2026-05-08 12:19:54,024 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-05-08 12:19:54,026 ] 107 dagshub - INFO - Accessing as vinaysinghal7976
[ 2026-05-08 12:19:54,793 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/vinaysinghal7976/Network-Security "HTTP/1.1 200 OK"
[ 2026-05-08 12:19:55,684 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-05-08 12:19:55,686 ] 107 dagshub - INFO - Initialized MLflow to track repo "vinaysinghal7976/Network-Security"
[ 2026-05-08 12:19:55,686 ] 107 dagshub - INFO - Repository vinaysinghal7976/Network-Security initialized!
[ 2026-05-08 12:24:10,286 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-05-08 12:24:10,313 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-05-08 12:24:10,313 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-05-08 12:24:10,362 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-05-08 12:24:10,362 ] 178 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/05_08_2026_12_07_38/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9918007895535985, precision_score=0.9900970088924818, recall_score=0.9935104441289799), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9755899104963385, precision_score=0.9732142857142857, recall_score=0.9779771615008157))
